Customer_No,Gender,LiteracyLevel,MaritalStatus,Occupation,ApplicantIncome,LoanHistroy,LoanTerm,LoanAmount,LoanStatus
4405782,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,2,68,20000,Rejected
4405783,MALE,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,20000.0,2,68,10000,Accepted
4405784,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,10000,Accepted
4405785,FEMALE,NOT SPECIFIED,SINGLE,OTHERS,10000.0,1,44,10000,Accepted
4405786,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,2,44,20000,Rejected
4405787,FEMALE,NOT SPECIFIED,UNSPECIFIED,TRADE/BUSINESS,20000.0,2,68,10000,Accepted
4405788,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,20000,Accepted
4405789,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,2,68,10000,Rejected
4405790,MALE,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,10000.0,1,44,10000,Rejected
4405791,Un Specified,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,10000.0,1,44,20000,Accepted
4405792,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4405793,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,15000.0,3,56,8000,Rejected
4405794,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,10000,Accepted
4405795,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,3,68,10000,Accepted
4405796,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,2,44,20000,Rejected
4405797,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,2,44,10000,Accepted
4405798,MALE,NOT SPECIFIED,MARRIED,OTHERS,8000.0,2,36,10000,Accepted
4405799,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Accepted
4405800,Un Specified,NOT SPECIFIED,SINGLE,OTHERS,20000.0,2,68,20000,Rejected
4405801,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,10000.0,2,44,20000,Accepted
4405802,MALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,10000.0,2,44,20000,Accepted
4405803,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,8000.0,1,36,8000,Rejected
4405804,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4405805,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4405806,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4405807,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4405808,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,3,68,10000,Accepted
4405809,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,20000,Accepted
4405810,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Accepted
4405811,MALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,2,68,15000,Rejected
4405812,MALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,3,68,15000,Accepted
4405813,FEMALE,NOT SPECIFIED,SINGLE,OTHERS,20000.0,3,68,10000,Accepted
4405814,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,20000,Accepted
4405815,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,1,68,10000,Accepted
4405816,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,2,44,10000,Accepted
4405817,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,15000,Rejected
4405818,Un Specified,NOT SPECIFIED,MARRIED,FARMING,10000.0,2,44,20000,Accepted
4405819,Un Specified,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,10000.0,1,44,7000,Rejected
4405820,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4405821,MALE,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,20000.0,2,68,10000,Accepted
4405822,FEMALE,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,10000.0,2,44,60000,Accepted
4405823,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,10000.0,2,44,60000,Accepted
4405824,FEMALE,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,10000.0,2,44,200000,Accepted
4405825,MALE,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,10000.0,1,44,200000,Accepted
4405826,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,30000,Accepted
4405827,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,60000,Accepted
4405828,Un Specified,NOT SPECIFIED,SINGLE,OTHERS,10000.0,3,44,49000,Accepted
4405829,MALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,3,68,48000,Accepted
4405830,MALE,PRIMARY/ELEMENTARY,UNSPECIFIED,TRADE/BUSINESS,10000.0,2,44,7000,Accepted
4405831,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,2,68,20000,Accepted
4405832,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,2,68,10000,Accepted
4405833,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,10000,Accepted
4405834,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,15000,Accepted
4405835,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4405836,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,8000.0,2,36,20000,Accepted
4405837,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4405838,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,6000.0,2,32,10000,Rejected
4405839,MALE,NOT SPECIFIED,MARRIED,OTHERS,15000.0,1,56,10000,Rejected
4405840,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,2,44,20000,Accepted
4405841,FEMALE,NOT SPECIFIED,SINGLE,OTHERS,10000.0,1,44,20000,Rejected
4405842,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4405843,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,1,68,20000,Rejected
4405844,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4405845,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,6000.0,3,32,10000,Accepted
4405846,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,15000.0,3,56,10000,Accepted
4405847,MALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,3,68,10000,Accepted
4405848,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,15000,Accepted
4405849,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,20000,Accepted
4405850,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,2,68,10000,Rejected
4405851,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,2,68,20000,Rejected
4405852,MALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4405853,MALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4405854,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4405855,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,2,44,20000,Accepted
4405856,MALE,NOT SPECIFIED,SINGLE,OTHERS,10000.0,1,44,10000,Rejected
4405857,MALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4405858,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,1,68,20000,Rejected
4405859,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,1,44,20000,Rejected
4405860,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,8000.0,1,36,20000,Rejected
4405861,MALE,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,10000.0,1,44,20000,Rejected
4405862,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4405863,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4405864,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,20000,Accepted
4405865,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,10000,Accepted
4405866,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,3,68,20000,Accepted
4405867,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,3,68,10000,Accepted
4405868,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4405869,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,20000,Accepted
4405870,MALE,PRIMARY/ELEMENTARY,SINGLE,OTHERS,10000.0,3,44,15000,Accepted
4405871,MALE,NOT SPECIFIED,MARRIED,FARMING,10000.0,3,44,20000,Accepted
4405872,Un Specified,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,3,44,20000,Accepted
4405873,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,20000,Accepted
4405874,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,20000,Accepted
4405875,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,3,68,15000,Accepted
4405876,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,3,68,10000,Accepted
4405877,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,8000,Accepted
4405878,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,8000.0,3,36,10000,Accepted
4405879,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,5000.0,3,32,20000,Accepted
4405880,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,15000.0,2,56,20000,Accepted
4405881,Un Specified,NOT SPECIFIED,MARRIED,GOVERNMENT_EMPLOYEE,10000.0,1,44,10000,Rejected
4405882,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4405883,MALE,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,20000.0,3,68,10000,Accepted
4405884,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4405885,FEMALE,NOT SPECIFIED,SINGLE,TRADE/BUSINESS,20000.0,1,68,20000,Rejected
4405886,FEMALE,PRIMARY/ELEMENTARY,MARRIED,GOVERNMENT_EMPLOYEE,10000.0,3,44,10000,Accepted
4405887,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,3,68,20000,Accepted
4405888,MALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,10000.0,3,44,10000,Accepted
4405889,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,8000.0,3,36,10000,Accepted
4405890,Un Specified,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,10000.0,3,44,20000,Accepted
4405891,Un Specified,PRIMARY/ELEMENTARY,UNSPECIFIED,GOVERNMENT_EMPLOYEE,15000.0,1,56,10000,Accepted
4405892,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,20000,Accepted
4405893,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,10000,Accepted
4405894,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,3,68,10000,Accepted
4405895,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,10000,Accepted
4405896,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,20000,Accepted
4405897,MALE,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,20000.0,1,68,20000,Accepted
4405898,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,15000,Accepted
4405899,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4405900,Un Specified,NOT SPECIFIED,MARRIED,GOVERNMENT_EMPLOYEE,20000.0,1,68,10000,Rejected
4405901,MALE,PRIMARY/ELEMENTARY,SINGLE,OTHERS,10000.0,1,44,20000,Rejected
4405902,MALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,3,68,10000,Accepted
4405903,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,10000.0,1,44,20000,Rejected
4405904,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,15000,Rejected
4405905,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,8000.0,1,36,20000,Rejected
4405906,MALE,NOT SPECIFIED,MARRIED,OTHERS,5000.0,1,32,10000,Rejected
4405907,MALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,1,68,20000,Rejected
4405908,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4405909,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4405910,MALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4405911,MALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,1,68,10000,Rejected
4405912,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,8000,Rejected
4405913,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4405914,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4405915,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,10000,Accepted
4405916,MALE,PRIMARY/ELEMENTARY,SINGLE,OTHERS,20000.0,3,68,20000,Accepted
4405917,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4405918,Un Specified,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,10000.0,1,44,20000,Rejected
4405919,MALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,10000.0,1,44,10000,Rejected
4405920,MALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,7000.0,1,36,10000,Rejected
4405921,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,1,68,20000,Rejected
4405922,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,1,68,20000,Rejected
4405923,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,2,44,10000,Accepted
4405924,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4405925,MALE,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,20000.0,1,68,20000,Rejected
4405926,Un Specified,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,20000.0,1,68,10000,Rejected
4405927,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4405928,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4405929,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4405930,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,5000.0,3,32,10000,Accepted
4405931,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4405932,FEMALE,PRIMARY/ELEMENTARY,SINGLE,OTHERS,20000.0,3,68,20000,Accepted
4405933,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,3,68,10000,Accepted
4405934,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,3,68,20000,Accepted
4405935,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,10000,Accepted
4405936,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,20000.0,3,68,10000,Accepted
4405937,MALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,3,68,20000,Accepted
4405938,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,3,44,15000,Accepted
4405939,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4405940,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,8000.0,1,36,10000,Rejected
4405941,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4405942,MALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,1,68,20000,Rejected
4405943,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4405944,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,8000,Rejected
4405945,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,20000.0,3,68,15000,Accepted
4405946,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4405947,MALE,PRIMARY/ELEMENTARY,SINGLE,OTHERS,20000.0,1,68,5000,Rejected
4405948,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4405949,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,3,44,15000,Accepted
4405950,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,10000.0,3,44,10000,Accepted
4405951,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,1,44,10000,Rejected
4405952,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,1,68,10000,Rejected
4405953,Un Specified,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,1,44,7000,Rejected
4405954,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4405955,MALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,3,68,20000,Accepted
4405956,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,5000,Accepted
4405957,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4405958,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4405959,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,2,68,10000,Accepted
4405960,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,15000.0,2,56,20000,Accepted
4405961,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4405962,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,20000.0,3,68,10000,Accepted
4405963,Un Specified,PRIMARY/ELEMENTARY,SINGLE,OTHERS,20000.0,3,68,8000,Accepted
4405964,MALE,NOT SPECIFIED,MARRIED,FARMING,15000.0,1,56,10000,Rejected
4405965,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,1,68,20000,Rejected
4405966,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,2,68,20000,Accepted
4405967,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,15000.0,1,56,20000,Rejected
4405968,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,15000,Rejected
4405969,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,1,44,20000,Rejected
4405970,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4405971,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4405972,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4405973,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,1,44,10000,Rejected
4405974,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,3,68,10000,Accepted
4405975,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,8000,Accepted
4405976,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,3,68,15000,Accepted
4405977,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,10000,Accepted
4405978,MALE,PRIMARY/ELEMENTARY,SINGLE,OTHERS,20000.0,3,68,20000,Accepted
4405979,MALE,NOT SPECIFIED,MARRIED,OTHERS,5000.0,1,32,20000,Rejected
4405980,Un Specified,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,1,68,10000,Rejected
4405981,Un Specified,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,1,44,20000,Rejected
4405982,MALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,10000.0,1,44,10000,Rejected
4405983,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,1,68,20000,Rejected
4405984,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,3,44,5000,Accepted
4405985,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4405986,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,20000,Accepted
4405987,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,12000.0,3,48,20000,Accepted
4405988,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,1500,Accepted
4405989,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,10000,Accepted
4405990,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4405991,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4405992,MALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4405993,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4405994,FEMALE,NOT SPECIFIED,SINGLE,OTHERS,8000.0,3,36,20000,Accepted
4405995,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,20000,Accepted
4405996,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,3,68,10000,Accepted
4405997,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,20000,Accepted
4405998,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,20000,Accepted
4405999,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,3,68,20000,Accepted
4406000,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,3,68,20000,Accepted
4406001,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4406002,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,3,68,10000,Accepted
4406003,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4406004,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,10000.0,1,44,10000,Rejected
4406005,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,2,44,20000,Accepted
4406006,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,2,44,20000,Accepted
4406007,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,10000,Rejected
4406008,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,20000,Rejected
4406009,MALE,NOT SPECIFIED,SINGLE,OTHERS,20000.0,2,68,10000,Accepted
4406010,MALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,2,68,20000,Accepted
4406011,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,10000.0,2,44,20000,Accepted
4406012,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,2,44,20000,Accepted
4406013,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,1,44,20000,Rejected
4406014,MALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,1,68,10000,Rejected
4406015,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,1,44,10000,Rejected
4406016,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4406017,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4406018,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4406019,MALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4406020,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4406021,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4406022,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4406023,MALE,NOT SPECIFIED,MARRIED,GOVERNMENT_EMPLOYEE,10000.0,1,44,15000,Rejected
4406024,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4406025,Un Specified,NOT SPECIFIED,SINGLE,OTHERS,10000.0,1,44,20000,Rejected
4406026,Un Specified,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4406027,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,3,44,10000,Accepted
4406028,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,8000,Accepted
4406029,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4406030,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4406031,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,8000.0,1,36,10000,Rejected
4406032,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,10000,Accepted
4406033,MALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,3,68,8000,Accepted
4406034,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,8000.0,1,36,20000,Rejected
4406035,Un Specified,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,1,68,10000,Rejected
4406036,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4406037,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,2,44,10000,Accepted
4406038,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,2,44,20000,Accepted
4406039,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,3,68,20000,Accepted
4406040,FEMALE,PRIMARY/ELEMENTARY,SINGLE,OTHERS,10000.0,3,44,20000,Accepted
4406041,MALE,NOT SPECIFIED,MARRIED,OTHERS,8000.0,3,36,20000,Accepted
4406042,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,3,44,20000,Accepted
4406043,Un Specified,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,1,68,20000,Rejected
4406044,Un Specified,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,1,68,10000,Rejected
